what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314209055145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314211911886
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314211912940
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314211914736
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314211966197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314211966747
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314213913394
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314213923193
closed,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314213923202
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314213925877
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314213959604
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314213966809
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214080394
error,log,,,"Core exception while retrieving the content description",1314214098260
error,log,,,"Core exception while retrieving the content description",1314214098488
error,log,,,"Core exception while retrieving the content description",1314214098489
error,log,,,"Core exception while retrieving the content description",1314214098490
error,log,,,"Core exception while retrieving the content description",1314214098492
error,log,,,"Core exception while retrieving the content description",1314214098493
error,log,,,"Core exception while retrieving the content description",1314214098494
error,log,,,"Core exception while retrieving the content description",1314214098495
error,log,,,"Core exception while retrieving the content description",1314214098496
error,log,,,"Core exception while retrieving the content description",1314214098498
error,log,,,"Core exception while retrieving the content description",1314214098649
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214101819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214125517
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314214125590
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314214125590
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1314214131679
jar,m2e.packaging,org.eclipse.m2e.core,1.0.0,"jar",1314214134442
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1314214134442
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1314214134442
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1314214134442
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1314214134442
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1314214134442
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1314214134442
jar:default-jar:package,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-jar-plugin:2.3.1",1314214134442
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1314214134442
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1314214134442
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1314214134442
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214170597
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214172575
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214216039
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214254983
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214273740
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214274200
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1314214283057
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1314214283070
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1314214283071
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1314214291658
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314214331387
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214331753
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214331834
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214335277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1314214340082
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1314214346296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1314214352074
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1314214384286
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1314214393324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314214411822
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214412930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214527440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314214530661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214534429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214538856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214544785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1314214548506
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1314214551816
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1314214551839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214552100
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214552210
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1314214552304
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214552868
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214553723
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1314214561184
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214571277
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1314214572274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214577365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214578447
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1314214581026
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314214589944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214591237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214592960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214594393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214640427
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314214647336
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1314214650497
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214655725
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314214661247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214671586
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214685460
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214685487
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314214685543
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1314214685543
jar,m2e.packaging,org.eclipse.m2e.core,1.0.0,"jar",1314214689032
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1314214689032
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1314214689032
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1314214689032
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1314214689032
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-compiler-plugin:2.3.2",1314214689032
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1314214689032
jar:default-jar:package,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-jar-plugin:2.3.1",1314214689032
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1314214689032
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1314214689032
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.0,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1314214689032
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314214689783
opened,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214703178
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214703330
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314214728688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214731779
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214732596
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314214736703
opened,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214740678
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214740802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214748906
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1314214748946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214766326
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1314214768554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1314214770280
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314214777663
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214783954
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214792722
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214792722
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314214806632
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214810239
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314214814785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1314214817188
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214823301
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214824586
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214827020
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1314214828981
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1314214831252
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214838927
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1314214838968
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1314214839172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214844355
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214848149
closed,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214848150
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1314214850588
closed,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314214850588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314214852601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215041918
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314215048084
opened,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314215050184
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314215050300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215058684
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1314215058713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215063361
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215064624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215065483
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314215070329
opened,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314215072527
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314215072636
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1314215080734
activated,editor,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor.MavenPomEditor",1314215082844
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1314215085617
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1314215092548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215097809
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215135775
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215139811
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215144300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215145109
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215162875
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314215167647
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1314215174138
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1314215176169
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215178365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215190264
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1314215194249
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215195911
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215197265
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1314215197269
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1314215197756
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1314215201309
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1314215201309
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1314215201309
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1314215201309
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1314215201309
